Movie Name,Movie Genre,Movie Rating,Movie Votes,Movie Revenue,Movie Year Cleaned,Movie Budget Cleaned,Movie Languages,
O Pai Tirano,Comedy,6,93,"49,398",2022, ,Portuguese,
Katha Venuka Katha,"Crime, Thriller",7.6,1766, ,2023, ,Telugu,
AM Radio,"Comedy, Drama, Romance",6.3,71, ,2021, ,English,
Jetlag,"Comedy, Drama, Romance",7.3,246,"30,613",2021, ,Russian,
The Cabin,Drama,5.6,93, ,2021, ,English,
Mister Knockout,"Biography, Drama, History",5.6,253,"316,854",2022,1500000,Russian,
The Employer and the Employee,Drama,6.5,195, ,2021, ,Spanish,
John,Crime,4.6,134, ,2023, ,Urdu,
Kade Haan Kade Naa,Comedy,7.2,101,405,2021, ,Punjabi,
Dirijorul tacerilor,Drama,5.2,76,"10,64",2022, ,"Romanian, English, French, German",
The Pioneer,"Drama, History",5.5,150,"18,900,000",2021, ,Mandarin,
Trang Ti Phieu Luu Ky,"Comedy, Family, Fantasy",4.2,72,"665,224",2021, ,Vietnamese,
Succuba,Horror,7.7,204, ,2022, ,English,
Unlock Zindagi,Drama,7,1191, ,2023, ,Hindi,
Além de Nós,Drama,9.7,95, ,2023,340200,Portuguese,
Archipelago,Animation,7.2,79, ,2021,456250,"French, Montagnais",
Feast,Drama,5.1,238, ,2021, ,Dutch,
Wanted PanduGod,"Comedy, Family",2.6,218, ,2022, ,Telugu,
Floor Number 7,"Crime, Thriller",5.7,132, ,2022, ,Bengali,
Tungipara'r Miya Bhai,History,5.7,72, ,2021,136500,Bengali,
Max Bishop,"Comedy, Crime",4.2,143, ,2021, ,English,
Ritorno al crimine,"Comedy, Crime",5.4,460, ,2021,3150000,Italian,
Si on chantait,Comedy,5.9,333,"1,707,978",2021, ,French,
The Poltergeist Diaries,"Drama, Horror, Mystery",3.5,722, ,2021, ,English,
Vera Dreams of the Sea,Drama,6.6,187, ,2021,451500,Albanian,
Strings,Horror,5.8,117, ,2021, ,English,
Ada Hantu,"Comedy, Horror, Mystery",6.5,181, ,2021, ,Malay,
Longmen Town Inn,Action,5.6,103, ,2021, ,Chinese,
Petipack,Drama,8.8,151, ,2022, ,Gujarati,
Stopwatch,"Crime, Thriller",7.7,1019, ,2023, ,Telugu,
Model,"Drama, Thriller",7.3,83,"29,707",2022, ,"English, Russian",
Back Slash,Horror,5.2,90, ,2022, ,English,
Dark Ritual,"Horror, Mystery, Thriller",2.7,91, ,2021, ,English,
May You Stay Forever Young,Drama,7.1,140, ,2021, ,Cantonese,
Theethum Nandrum,Action,6.1,143, ,2021, ,Tamil,
Cattivo sangue,"Crime, Drama",5.3,566, ,2022, ,Italian,
Oongi Adicha Ondra Ton Weightu Da,Thriller,8.9,131, ,2023,60000,Tamil,
Bangaru Bullodu,Drama,5.3,275,"418,267",2021, ,Telugu,
Kabaad- The Coin,Drama,6.6,91, ,2021,600000,Hindi,
Kill Plan,Thriller,3.1,4190, ,2021, , ,
Theo and the Metamorphosis,Drama,5.8,78, ,2021, ,French,
30 Seconds in Hell,Western,3.8,75, ,2021,250,English,
El Rezador,"Adventure, Horror, Thriller",5.5,111,"1,714",2022,650,Spanish,
Frontliner,Drama,3.5,73, ,2021, ,Malay,
The Real Cops & Robbers,Crime,8,159, ,2022,61000,English,
Itlu Amma,"Crime, Drama",8.3,70, ,2021, ,Telugu,
Big Cat Trail,"Comedy, Horror, Thriller",3.2,120, ,2021, ,English,
Kathir,Drama,5.9,134, ,2022, ,Tamil,
Pluft,"Comedy, Family, Fantasy",8.2,93, ,2022,2000000,Portuguese,
Historya ni Ha,Drama,5.8,84, ,2021,"41,7",Tagalog,
El club del paro,Comedy,5.3,165,"61,315",2021, ,Spanish,
Methagu 2,Drama,6.5,292, ,2022, ,Tamil,
Crazy Wedding 3,Comedy,4.2,187,"1,023,947",2021, ,Ukrainian,
Stranded,"Drama, Thriller",2.2,137, ,2021, ,Portuguese,
Simon Daniel,"Adventure, Drama, Mystery",6,930, ,2022, ,Malayalam,
Sundari,Drama,6.3,1154, ,2021,259200,Telugu,
BFH (Boyfriend for Hire),"Comedy, Romance",6.9,1100, ,2022, ,Telugu,
Zero Avenue,"Horror, Romance",4.4,88, ,2021, ,English,
Nadhi,Drama,9,70, ,2022, ,Tamil,
TRUE,Thriller,5.1,1514, ,2021,120000,Telugu,
My Drywall Cocoon,Drama,6.4,123, ,2023, ,Portuguese,
V lete ti poviem,Comedy,3.8,84,"1,434,049",2022, ,"Slovak, Czech",
Mayonaka otome sensô,Drama,5.1,80,"996,057",2022, ,Japanese,
Mato mo janai no wa kimi mo issho,"Comedy, Drama, Romance",6.5,432, ,2021, ,Japanese,
Every Day in Kaimuki,"Drama, Music",5.9,90, ,2022, ,English,
The Demon's Waltz,Horror,3.4,491, ,2021, ,English,
Past Shadows,Drama,6.4,71, ,2021,100,English,
Dear Vikram,"Action, Drama",6,987, ,2022, ,Kannada,
Po tamburi,"Action, Comedy, Music",5.5,90,"10,975",2021, ,Croatian,
Pratidwandi,"Crime, Mystery, Thriller",6.2,715, ,2021,114000,Bengali,
The Last Ride of the Wolves,Drama,5.9,127,"17,261",2022, ,Italian,
Bejbis,Comedy,4.3,82,"505,619",2022, ,Polish,
Extraction Point,"Action, Sci-Fi",1.2,178, ,2021, ,English,
Mariguddada Gaddadharigalu,Thriller,9.8,1023, ,2023, ,Kannada,
Pidikittapulli,Thriller,3.8,212, ,2021, ,Malayalam,
"Get a Life, alright!","Comedy, Romance",2.6,154,"2,911",2022, ,English,
Fate/kaleid liner Prisma Illya,"Animation, Drama, Fantasy",7.2,82, ,2021, ,Japanese,
Tri Tygri ve filmu: Jackpot,"Action, Comedy",4.8,164,"202,105",2022, ,Czech,
8 Winds,"Comedy, Crime, Drama",5.6,94, ,2021, ,English,
Vaaitha,"Crime, Drama",5.6,144, ,2022, ,Tamil,
Bipolar,Drama,6.4,139, ,2021, ,Chinese,
"Have Fun, Vasya! Date in Bali",Comedy,4.8,261,"199,291",2021,1200000,Russian,
Reel Monsters,"Comedy, Family, Fantasy",3,107, ,2022, ,English,
Berend Botje,Family,7.1,96,"343,632",2021, ,Dutch,
Itomichi,Drama,6.7,529, ,2021, ,Japanese,
Valliddari Madhya,Romance,6.7,331, ,2022, ,Telugu,
Saachi,Drama,8.6,1233, ,2023,150000,Telugu,
El cuartito,"Comedy, Drama",5.8,132, ,2021, ,Spanish,
Steal,Comedy,6,151, ,2021, ,Tagalog,
The Woman Who Robbed the Stagecoach,"Biography, Crime, Western",4.2,117, ,2021, ,English,
Yerli ve Kirli,Comedy,7.5,116, ,2022,1.7999999999999998,Turkish,
Recipe for Abduction,Thriller,5,86, ,2021, ,English,
Queen of Hearts: A Twin Peaks Fan Film,"Drama, Fantasy",6.9,70, ,2022, ,English,
Hobu Chandra Raja Gobu Chandra Montri,"Drama, Fantasy",6.6,320, ,2021, ,Bengali,
Calcinculo,Drama,5.9,80, ,2022, ,Italian,
The Danube,Drama,6.2,85, ,2021, ,Russian,
Eakam,"Adventure, Drama, Fantasy",7.5,2350, ,2021,120000,Telugu,
3:33,"Drama, Horror, Thriller",4.9,211, ,2021, ,Tamil,
Nalla Samayam,Comedy,1.6,505, ,2022,120000,Malayalam,
Sivakumarin Sabadham,"Comedy, Drama",4.8,1038,"6,581",2021, ,Tamil,
Vaan Moondru,"Drama, Romance",6.1,129, ,2023, ,Tamil,
Second Half,Comedy,3.3,149,"345,449",2021, ,Polish,
Bite of a Mango,Drama,9,88, ,2022, , ,
Adventures in Success,Comedy,4.1,108,"3,695",2021,100,English,
Finding Ophelia,"Fantasy, Horror, Mystery",4.9,408, ,2021,12,English,
Bastard's Crossing,"Thriller, Western",3.9,257, ,2021, ,English,
Zakliata jaskyna,"Family, Fantasy",5.9,74,"150,252",2022, ,Slovak,
Mrugtrushna,"Drama, Fantasy",7.3,429, ,2021,180000,Gujarati,
Sir-Ayet: Ölü Dogan,Horror,2.4,90,"70,416",2021, ,Turkish,
Jothi,Drama,6.1,238, ,2022, ,Tamil,
Ward 126,"Drama, Mystery",6.5,109, ,2022, ,Tamil,
Street Light,Thriller,7.5,1101, ,2021,24000,Telugu,
Long Live Chainsaw,Sport,7.6,85, ,2021,100,English,
Ms. Preethi,Drama,7.5,974, ,2021, ,Telugu,
Nobody Loves You and You Don't Deserve to Exist,"Drama, Mystery",7.4,95, ,2022, ,English,
The Rise of Sir Longbottom,"Action, Comedy, Sci-Fi",3.4,96, ,2021,"22,5",English,
São Paulo Heist,Crime,5.8,83, ,2022, , ,
His Stretch of Texas Ground,"Crime, Drama, Thriller",3.5,137, ,2021,200,English,
Wyszynski - zemsta czy przebaczenie,"Biography, Drama, War",4.6,183, ,2021, ,Polish,
Tutti a bordo,Family,4.5,161,"216,552",2022, ,Italian,
The Robbery, ,4,88, ,2021,12200,English,
Nefutbol,"Comedy, Sport",6.3,411,"185,074",2021, ,Russian,
The Wanderlust of Apu, ,7.1,148, ,2021, ,Bengali,
18 Puasa Di Kampong Pisang,Comedy,5.8,85, ,2021,1050000,Malay,
A Mother of No Destination,"Sci-Fi, Thriller",2,313, ,2021,7,English,
I Was Here by Myself,"Drama, Thriller",8.7,120, ,2023, ,Azerbaijani,
Found Wandering Lost,"Drama, Thriller",5.9,104, ,2022,24, ,
The Puppet,"Horror, Mystery, Thriller",6.5,125, ,2021, ,Nepali,
Spoken,"Horror, Thriller",2.2,155, ,2021, ,English,
Me contro Te - Il film: Persi nel tempo,"Comedy, Family",2.8,99,"3,816,227",2022, , ,
Radha Ramana,Drama,9.5,419, ,2023,240000,Kannada,
My Body Will Bury You,"Drama, History",6.1,139, ,2021, ,Italian,
Alles in bester Ordnung,Comedy,6.3,90,"306,557",2021, ,German,
One by Two,"Drama, Romance, Thriller",8.6,1076, ,2022, ,Telugu,
Dersaadet Apartmani,Drama,6.8,76, ,2021, ,Turkish,
Tom and Jerry,Romance,6.7,437, ,2021, ,Kannada,
Range Roads,Drama,6.4,81, ,2021, ,English,
Liars & Cheats,Comedy,2.8,122, ,2021, ,English,
Petromax,Comedy,5.2,154, ,2022, ,Kannada,
5il Oral Thaskaran,"Family, Thriller",6.4,151, ,2022, ,Malayalam,
Sakli Yüzler: Bosna,"Action, Drama",7.4,133,"2,487",2021, ,Turkish,
Absolute Denial,"Animation, Sci-Fi",7.5,81, ,2021, , ,
Manchurian Tiger,"Comedy, Drama",5.6,131, ,2021, ,Chinese,
El árbol rojo,Drama,7.3,79,"23,201",2021,367334.59114000003,Spanish,
Milosc jest blisko,"Comedy, Romance",4.7,97,"504,348",2022, ,Polish,
Ghar Pe Bataao,Drama,7.5,159, ,2021,24000,Hindi,
Pellikuturu Party,Comedy,6.9,1879, ,2022, ,Telugu,
Mansour,"Biography, Drama, History",6.7,682, ,2021, ,Persian,
Gerri Curls,"Comedy, Sport",7,87, ,2021,100,English,
Bottom Feeders,Comedy,5.9,88, ,2021, , ,
10,Sport,7.1,70, ,2022, ,Kannada,
Pr' Hostar 2,Comedy,5.9,196,"844,67",2022, ,"Croatian, Bosnian, Slovenian, English",
Letters to Santa 4,Comedy,5.1,419, ,2021, ,Polish,
Backwards Faces,"Comedy, Sci-Fi",7.1,101, ,2022, ,English,
Bommala Koluvu,"Crime, Drama, Mystery",8.1,1759, ,2022,360000,Telugu,
Spark 1.0,"Action, Drama",7.7,2029, ,2022, ,Telugu,
Fara Prelungiri,"Comedy, Drama, Fantasy",6.2,92,"2,456",2022, , ,
Drakulov,Comedy,3.3,135,"715,292",2021, ,Russian,
"Sa'rana, bizuterija i po koji kaput",Comedy,6.9,71, ,2023,315000,Serbian,
Golden Night,"Comedy, Family, Mystery",5.4,110, ,2022, ,Persian,
Vay Babam Vay!,Comedy,5.5,285, ,2021, ,Turkish,
Unicorn,"Drama, Fantasy",7,123, ,2021,84000,English,
Nodadha Putagalu,Fantasy,9.3,1027, ,2023,102000,Kannada,
Code Name Abdul,"Crime, Thriller",6.3,629, ,2021, ,Hindi,
YA na peremotke!,"Comedy, Sci-Fi",5.9,167,"203,584",2022,550000,Russian,
Fuleku,"Comedy, Drama",8.3,1064, ,2023,180000,Gujarati,
Ghiaccio,Drama,6.2,174, ,2022, ,Italian,
H6,Drama,7,85, ,2021, ,Mandarin,
The Devil's Children,Horror,4,70, ,2021,2,English,
Mind Talker,"Crime, Sci-Fi, Thriller",4.4,133, ,2021, ,English,
Sakalagunabhi Rama,"Drama, Family, Romance",7.3,2047, ,2022, ,Telugu,
Gensan Punch,"Biography, Drama, Sport",4.5,83, ,2021, ,English,
Kukira Kau Rumah,Drama,5.2,431, ,2021, ,Indonesian,
Salaga,"Action, Crime, Thriller",6.9,1235, ,2021, ,Kannada,
Solomante Theneechakal,"Romance, Thriller",6.1,767,"15,687",2022, ,Malayalam,
Star,"Fantasy, Thriller",3.4,1352,"17,758",2021, ,Malayalam,
Mugil Pete,Romance,7.5,77, ,2021, ,Kannada,
Bird Atlas,Drama,5.9,93,"18,889",2021, ,Czech,
Tim Minchin: Back,Comedy,7.3,120, ,2022, ,English,
Gelditasuna ekaitzean,Drama,6.3,74,"26,62",2022, ,"Spanish, Basque, French",
Raame Aandalum Raavane Aandalum,"Comedy, Drama",6.3,480, ,2021, ,Tamil,
Duyster,Horror,5.8,123, ,2021, ,Dutch,
Nimmuru,Drama,9.1,85, ,2021, ,Kannada,
Blue Eyes,Thriller,5,70,"21,502",2021, ,Italian,
Eda Thanunnado,Drama,7.7,1035, ,2021, ,Telugu,
Rebels of Thupakula Gudem,"Comedy, Crime, Drama",7.8,1750,116,2023,192000,Telugu,
Jai Bhajrangi,"Action, Fantasy",7.5,568, ,2021, ,Telugu,
Dead Air,Mystery,4.3,79, ,2021, ,English,
Tangra Blues,"Drama, Musical, Thriller",7,293, ,2021, ,Bengali,
Curiosity Kills,Mystery,3.7,117, ,2022, ,English,
The first Gentleman,Comedy,5.3,81,"2,079,276",2021, ,Japanese,
Coldplay Live from Climate Pledge Arena,Music,7.5,71, ,2021, , ,
Black Coffee,Comedy,3.7,156, ,2021, ,Malayalam,
Anth the End,"Mystery, Thriller",5.7,1083, ,2022, ,Hindi,
Fear of a Black Planet,"Action, Drama, Thriller",3.2,161, ,2021, ,English,
Kothala Rayudu,Action,6.6,575, ,2022, ,Telugu,
45 Days to Be Rich,Comedy,3.6,91, ,2021,60,English,
Vale Night,"Comedy, Romance",6.5,75, ,2022,1000000,Portuguese,
60 Seconds to Di3,Horror,3,145, ,2021, ,English,
Crazy Uncles,Comedy,9,922, ,2021, ,Hindi,
L'homme parfait,Comedy,4.6,129,"679,457",2022,4.2,French,
Joy Is the Acid Test,Drama,9.8,78, ,2023, ,Portuguese,
My Boss is a Serial Killer,"Comedy, Mystery, Thriller",4.3,108, ,2021, ,Thai,
Yagmur Rengi,"Comedy, Drama",5.6,79, ,2021, ,Turkish,
Peçanha Contra o Animal,"Comedy, Crime",5.6,548, ,2021, ,Portuguese,
Héroes de barrio,"Adventure, Comedy, Sport",5.7,86,"502,975",2022, ,Spanish,
SNUPD My name is BATFOI,Drama,6.5,95, ,2021, ,Romanian,
Sompoy,"Comedy, Romance",6.2,94, ,2021, ,Thai,
Mighty Flash,Drama,5.5,444,"19,445",2021, ,Spanish,
April,Drama,3.7,77, ,2021,12200,English,
Die Hard Fan,"Comedy, Drama",7.5,2047, ,2022, ,Telugu,
Khetet Mazinger, ,4.2,104,"57,164",2022, , ,
Nee Maayeyolago Maaye Ninnolago,Thriller,8.6,212, ,2022, ,Kannada,
Expiry,Sci-Fi,3.6,145, ,2021,3660,English,
Things Don't Stay Fixed,Drama,4.9,76,"5,43",2021, ,English,
Sri Raghupati,"Action, Comedy, Drama",8.7,473, ,2023,360000,Assamese,
Flight,"Action, Thriller",5.5,1402, ,2021, ,Hindi,
Tamasih el-Nil,Comedy,2.7,142, ,2022, ,Arabic,
La edad media,"Comedy, Drama, Musical",6.3,76, ,2022, ,Spanish,
Blackstock Boneyard,Horror,3.2,137, ,2021, ,English,
Voyage Into the Night,"Crime, Drama, Mystery",4.5,71, ,2021,5856,English,
Along the Way,Drama,7.1,82, ,2022, ,Persian,
Bender: Gold of the Empire,"Action, Adventure, Comedy",4.5,215,"4,511",2021, ,Russian,
Parallel Lines,"Action, Drama, Thriller",6.4,232, ,2021, ,Tamil,
Kappei,"Action, Comedy",6.5,92,"1,770,794",2022, ,Japanese,
Jeene Ki Umeed Tumse Hi,Drama,8.8,432, ,2021,240000,Hindi,
Tóng huà shì jiè,Drama,6.2,106, ,2022, ,Mandarin,
Bhavachitra,"Mystery, Thriller",7.9,581, ,2022,120000,Kannada,
Trojan,Mystery,8.3,82, ,2022, ,Malayalam,
Are We Monsters,"Drama, Fantasy",5.5,543, ,2021, ,English,
Purushothama,"Crime, Mystery, Thriller",8.4,85, ,2022, ,Kannada,
Kothay Tumi,"Drama, Romance",9,1022, ,2023, ,Bengali,
(Im)perfetti criminali,Comedy,5.6,116, ,2022, ,Italian,
Jhalle Pai Gaye Palle,Comedy,7,163, ,2021, ,Punjabi,
Honest Divorce,Comedy,5.7,100,"121,585",2021, ,Russian,
Choran,Drama,5.1,125, ,2022, ,Malayalam,
Obratimaya realnost,"Sci-Fi, Thriller",5,101,"295,923",2022,850000,Russian,
Mission 2020,Action,7.5,2187, ,2021, ,Telugu,
Askim Bahardi,"Comedy, Romance",4.5,109, ,2021, ,Turkish,
Pleasant Goat and Big Big Wolf: Dunk for Future,"Animation, Drama, Sport",7.1,85, ,2022, ,Mandarin,
10 Rupees,"Action, Crime, Thriller",7.7,594, ,2023,192000,Telugu,
Skazka dlya starykh,"Crime, Drama",5.7,151,"60,471",2022,14000,Russian,
Na venta paduthunna chinnadevadamma,"Action, Drama, Romance",7.8,2030, ,2022,360000,Telugu,
Inventura,Drama,6.7,151,"6,952",2021, ,Slovenian,
"Pronto, Falei",Comedy,6.3,129, ,2022,2000000,Portuguese,
La Roya,Drama,6.7,91,"20,193",2021, ,Spanish,
Bony,Sci-Fi,4.3,708, ,2021, ,Bengali,
Deyyamtho Sahajeevanam,"Horror, Thriller",7.4,1044, ,2022, ,Telugu,
Uschool,"Comedy, Drama",9,529, ,2023, ,Malayalam,
Zoraki Misafir,Comedy,5.1,352,"23,074",2021, ,Turkish,
Sol Invictus,"Action, Drama, Sci-Fi",3.3,306, ,2021,250,English,
YouTumor,"Comedy, Drama",5.2,513, ,2021, ,Bengali,
Fratè,Comedy,3.8,105,"382,056",2022, ,French,
Bender: The Final Hustle,"Adventure, Comedy",4.5,167, ,2021, ,Russian,
The Heartbreak Club,"Comedy, Drama, Romance",6.3,217, ,2021, ,Indonesian,
Dhamaka,Comedy,8.6,565, ,2022, ,Kannada,
Detektor,"Mystery, Thriller",6.7,99,"46,597",2023, ,Russian,
Joyful Mystery,Drama,6.7,175, ,2021,600000,Malayalam,
Toilet,Comedy,5.9,71, ,2022,852822.6000000001,Italian,
"Zaljubljena Ana, gospodin zaborav i mama",Family,9.1,101, ,2023,315000,Serbian,
Nootokka Zillala Andagaadu,"Comedy, Drama",6.4,364,"68,777",2021, ,Telugu,
In Those Days,Drama,6.4,95, ,2021, ,Japanese,
Hombre muerto no sabe vivir,Thriller,5,107,"22,484",2021, ,Spanish,
Hádkovi,Comedy,5.7,128,"364,455",2022, ,Czech,
"Pup-o, ma2! The crazy bride",Comedy,5.6,265,"59,439",2021,126000,Romanian,
Mutation on Mars,"Drama, Sci-Fi",3.7,88, ,2021, ,Mandarin,
Love in the City,Romance,7.6,129, ,2022,50,English,
Huttu Habbada Shubhashayagalu,"Comedy, Mystery, Romance",6.5,706, ,2021, ,Kannada,
Shkembimi,"Action, Comedy, Crime",7.2,94, ,, ,Albanian,
Dictionary,Drama,6.5,809, ,2021, ,Bengali,
The Verdict,Drama,2.8,118, ,2021, ,Persian,
Gui che,"Comedy, Thriller",6.6,414, ,2021, ,English,
"Sensei, Would You Sit Beside Me?","Comedy, Drama, Romance",6.4,138, ,2021, ,Japanese,
Chase in the dark,"Crime, Mystery, Thriller",8.3,1651, ,2022, ,Kannada,
Kshamisi Nimma Khaatheyalli Hanavilla, ,6.1,375, ,2022, ,Kannada,
School of Mafia,Comedy,5.2,146,"76,626",2021,2835000,Italian,
Akyn,Drama,5.5,75,"2,378",2021, ,"Kazakh, Russian",
Ishrat Made in China,"Action, Comedy, Drama",6.9,76, ,2022, ,Vietnamese,
Nede Vidudala,"Comedy, Drama",2.6,1811, ,2023, ,Telugu,
Cuñados,Comedy,5.8,248,"314,944",2021, ,Galician,
Bir Umut,Drama,7.4,94,"1,62",2022,630000,Turkish,
Tengamos la fiesta en paz,"Comedy, Family, Musical",6.9,90,"363,695",2021,840000,Spanish,
Chaavu Kaburu Challaga,Comedy,5.8,818,"8,988",2021, ,Telugu,
Uncle Claus,Comedy,7.9,286,"261,62",2021,682500,Bulgarian,
A Father's Diary,Drama,6.7,2000, ,2021, ,English,
Ye Mard Bechara,Comedy,8.4,1084, ,2021, ,Hindi,
Vuosisadan häät,Comedy,4,88, ,2021,1312500,Finnish,
Lokillo,Comedy,4,90, ,2021, ,Spanish,
Saajan Bakery Since 1962,"Comedy, Family",4.7,496, ,2021, ,Malayalam,
Stínohra,Thriller,6,84,"52,162",2022, ,Czech,
Battala Ramaswami biopikku,"Comedy, Drama",5.8,179, ,2021, ,Telugu,
Theal,Action,3.6,243, ,2022, ,Tamil,
Cheddy Gang Tamasha,"Action, Comedy, Crime",8.4,2802, ,2023,249428.136,Telugu,
Suraari,"Action, Crime, Drama",9.2,765, ,2023,144000,Kannada,
Battery,Drama,5,333, ,2022, ,Tamil,
Y,Thriller,5.5,366, ,2021, ,Telugu,
Suraapanam,Drama,7.1,2610, ,2022,321600,Telugu,
Troubled Minds,"Comedy, Drama",6.4,76, ,2021, ,Latvian,
Amarração do Amor,"Comedy, Romance",6.4,125, ,2021,123780000,Portuguese,
Super Over,"Drama, Thriller",7,635, ,2021, ,Telugu,
Kongsi Raya,"Comedy, Family, Romance",7,102, ,2022, ,Malay,
Nenu C/o Nuvvu,"Drama, Romance",7.7,2016, ,2022, ,Telugu,
Jessu Jordaar,"Comedy, Romance",7.3,184, ,2021,384000,Gujarati,
People We Know Are Confused,Drama,5.9,101,"4,968",2021, ,Lithuanian,
Botan i superbaba,"Comedy, Sci-Fi",3.7,140,"583,064",2022,1100000,Russian,
Luger,Drama,5.6,81, ,2021, ,Greek,
Summer Time: Travel Back,"Adventure, Comedy, Family",4.2,246,"4,817,949",2022,1250000,Russian,
Jaitra,Comedy,6.6,2021, ,2023, , ,
Body God,"Comedy, Thriller",7.6,591, ,2022, ,Kannada,
The Pit,Thriller,3.3,76, ,2021, ,English,
Kuttram Purinthal,Crime,8.2,77, ,2023,90000,Min Nan,
Staging,"Drama, Crime",5.2,422, ,2021, ,Persian,
El último tren al rock'n'roll,"Adventure, Comedy, Horror",4.4,136, ,2021,13650,Spanish,
Zirky za obminom,Comedy,5.3,95,"780,569",2021, ,Ukrainian,
Strange Friends,"Drama, Mystery",6,71, ,2021, ,English,
About Pie,Comedy,5,284, ,2021,54,English,
A Day in the Life of a Teddy Bear,Romance,7.8,86, ,2022,525000,"English, Chinese",
El mundo es vuestro,Comedy,4.6,236,"311,851",2022, ,Spanish,
IKK,Thriller,6.8,133, ,2021,360000,Tamil,
Marathi Paul Padte Pudhe,"Drama, Romance",7.1,1191, ,2023, ,Marathi,
Things Worth Weeping For,"Comedy, Drama",5.6,444,"25,055",2021, ,Hungarian,
Devineni,Drama,8.3,1190, ,2021, ,Telugu,
Well Done Baby,Drama,4.3,115, ,2021, ,Marathi,
Va bene così,"Comedy, Drama",5.6,93, ,2021, ,Italian,
Me Sinto Bem Com Você,"Drama, Romance",6.1,160, ,2021, ,Portuguese,
Konbiniensu sutori,"Comedy, Fantasy, Romance",5.6,89, ,2022, ,Japanese,
El Rey de la Fiesta,"Drama, Thriller",6.1,80, ,2021, ,Spanish,
Il mammone,Comedy,5.8,143,"7,536",2022, , ,
100,Thriller,5.5,113, ,2021, ,Kannada,
Oh Crappy Day,"Comedy, Romance",5.6,79, ,2021, ,English,
Nenevaru,"Action, Romance, Thriller",3.3,3016, ,2022,720000,"Telugu, Tamil",
Return of Special Forces 5,Action,6.3,70, ,2021, ,Chinese,
Mangalavara Rajaadina,Drama,5.6,151, ,2021, ,Kannada,
Apocalypse Unknown,"Drama, Horror, Thriller",7.7,109, ,2022,5,English,
Weekend Party,"Crime, Romance, Thriller",8.1,1038, ,2023, ,Telugu,
Down Bad: Life in the Hood,Drama,6.2,267, ,2023, ,English,
Box,Horror,6.3,173, ,2021, ,English,
Szczescia chodza parami,"Comedy, Romance",4.5,81,"24,029",2022, ,Polish,
A Journey to Kasi,Drama,7.1,2047, ,2023,600000,Telugu,
Münasaka,Comedy,7.1,878, ,2021, ,Turkish,
F.I.R,Crime,6.7,71, ,2021, ,Bengali,
Odin nastoyashchiy den,"Crime, Thriller",5.4,88,"64,344",2023,700000,Russian,
Tootu Madike,"Comedy, Drama, Mystery",6.8,831, ,2022, ,Kannada,
Super Z,"Comedy, Horror",4.7,81, ,2021, ,French,
Aathva Rang Premacha,Drama,8.2,759, ,2022, ,Marathi,
Danny Doom,Comedy,3.6,72, ,2021, ,English,
Herrie in Huize Gerri,Comedy,4.9,170, ,2021, ,Dutch,
Physics Teacher,Thriller,6.5,72, ,2022, ,Kannada,
4x100: Correndo por um Sonho,"Drama, Sport",7,83, ,2021, ,Portuguese,
L'amore allegro,Comedy,5.5,102, ,2022, ,Italian,
Teenage Emotions,Drama,6.2,104, ,2021, ,English,
Satyam Vadha Dharmam Chera,Drama,7.2,1087, ,2023,192000,Telugu,
Money Fight,"Action, Comedy, Drama",4.2,447, ,2021,140,English,
Como Hackear seu Chefe,Comedy,6,136, ,2021, ,Portuguese,
The Redneg,"Action, Adventure, Drama",2.6,135, ,2021, ,Swedish,
Nji Prej Nesh,"Crime, Drama",9,131, ,2022,472500,Albanian,
Nirbandham 2,"Crime, Drama, Thriller",7.8,320, ,2021, ,Telugu,
Pachchis,"Action, Drama, Thriller",5.6,294, ,2021, ,Telugu,
Nishwas,Thriller,5,85, ,2022, ,Bengali,
Gem,Action,7,1270, ,2021, ,Telugu,
Düs Pesine,Comedy,4.5,76,"25,416",2022, ,Turkish,
Alleyway,"Action, Crime, Thriller",5.6,102, ,2021, ,English,
The Voice,Thriller,7.3,740, ,2022, ,Turkish,
Gajanana and gang,"Comedy, Drama",7.9,72, ,2022,180000,Kannada,
Dreaming About Her,Drama,2.5,204, ,2022,10,English,
Guduputani,Comedy,6.5,1866, ,2021,31920,Telugu,
Theeram,"Action, Drama, Romance",7.7,2048, ,2021, ,Telugu,
The Green Door,Drama,6.2,89, ,2022, ,Arabic,
Vittalwadi,"Drama, Family",6.3,804, ,2021, ,Telugu,
Simdi Yandik,Comedy,1.9,100,"14,399",2022, ,Turkish,
Fixer,Crime,5.1,130, ,2021, ,English,
Christmas Freak,"Action, Comedy",3.1,130, ,2021, ,English,
10 Nahi 40,Drama,8.7,629, ,2022,240000,Hindi,
Tethered,"Drama, Mystery, Sci-Fi",3.4,98, ,2021,75,English,
Tarantella,"Drama, Thriller",6,77, ,2021, ,German,
Kutra,"Crime, Horror, Mystery",6.9,2686, ,2023, ,Telugu,
Young Heroes of Chaotic Time,Action,9.1,72, ,2022, ,Chinese,
Family Pack,"Comedy, Drama, Romance",5.7,682, ,2022, ,Kannada,
Hermosa Justicia,"Action, Drama",8.2,153, ,2023,40,Spanish,
Don't Heal Me,Comedy,5.3,119,"282,513",2021, ,Russian,
There's Something in the Shadows,Horror,3.3,119, ,2021, ,English,
Okkaroju... 48 Hours,"Drama, Thriller",7.1,1065, ,2023,144000,Telugu,
Ragged Heart,Thriller,7.8,244, ,2021, ,English,
